Wall time,Step,Value
1695187574.9042096,0,-4.652243137359619
1695187579.873207,1,-1.5012632608413696
1695187610.8711026,2,-3.5177767276763916
1695187621.1593387,3,-0.7295721173286438
1695187627.7752445,4,-0.979089617729187
1695187638.7397695,5,-1.8184027671813965
1695187648.8425272,6,-0.9705469608306885
1695187660.711084,7,-1.2400950193405151
1695187668.9188635,8,-1.106164574623108
1695187703.787479,9,6.190217971801758
1695187730.078892,10,-0.33672988414764404
1695187742.9380798,11,-0.23644453287124634
1695187753.061297,12,-0.19975166022777557
1695187796.2449682,13,-0.3485148847103119
1695187821.8691907,14,-0.7335928082466125
1695187828.417926,15,-0.3013610541820526
1695187839.6418,16,-0.25779813528060913
1695187867.2332706,17,7.194099426269531
1695187900.509582,18,-0.07085031270980835
1695187906.1967504,19,-0.039848435670137405
1695187936.7439306,20,-0.06109129264950752
1695187951.9607856,21,-0.06300780177116394
1695187979.372469,22,-0.046505171805620193
1695188008.8686135,23,-0.08114727586507797
1695188034.7945466,24,-0.05093200504779816
1695188043.3561459,25,-0.05549833923578262
1695188048.3707373,26,-0.054305654019117355
1695188070.8738415,27,-0.0352197140455246
1695188078.1583607,28,-0.055783968418836594
1695188092.2692103,29,-0.05207839608192444
1695188097.2814264,30,-0.07435663044452667
1695188102.357971,31,-0.05005194619297981
1695188121.30607,32,-0.0661497712135315
1695188134.8149128,33,-0.07800529897212982
1695188149.581875,34,-0.06163617596030235
1695188158.463803,35,-0.0418328233063221
1695188189.5075135,36,-0.10346116870641708
1695188215.2873583,37,-0.13791242241859436
1695188248.9563112,38,-0.06809654086828232
1695188266.979084,39,-0.058811623603105545
1695188302.1501317,40,-0.07495009899139404
1695188321.0127747,41,-0.0878821462392807
1695188328.8784084,42,-0.050569407641887665
1695188340.3618867,43,-0.05340239033102989
1695188363.7179859,44,-0.053789686411619186
1695188386.6137218,45,-0.111050546169281
1695188412.3311405,46,-0.1535484939813614
1695188424.680793,47,-0.09345536679029465
1695188448.0626307,48,-0.11589110642671585
1695188466.33994,49,-0.1602727621793747
1695188478.1445951,50,-0.06463039666414261
1695188503.3138163,51,-0.09794291108846664
1695188535.1065254,52,-0.121308833360672
1695188570.8632724,53,-0.08699420839548111
1695188579.1504788,54,-0.05632030963897705
1695188588.3259854,55,-0.06077755242586136
1695188612.9486253,56,-0.10271789878606796
1695188636.2292101,57,-0.12740270793437958
1695188653.3959038,58,-0.0876937061548233
1695188678.1171744,59,-0.1065814197063446
1695188690.7567394,60,-0.080568328499794
1695188714.2879286,61,-0.10822475701570511
1695188720.7952013,62,-0.060650646686553955
1695188732.8125594,63,-0.09277106821537018
1695188742.1211238,64,-0.08801518380641937
1695188753.6073658,65,-0.05867309123277664
1695188780.8551276,66,-0.09372494369745255
1695188823.750571,67,2.047198534011841
1695188833.0857203,68,-0.09726611524820328
1695188841.2866845,69,-0.07549069076776505
1695188860.7311034,70,-0.11938169598579407
1695188898.3456588,71,-0.09198007732629776
1695188930.5548918,72,-0.09925653040409088
1695188942.1585083,73,-0.05699330195784569
1695188961.807247,74,-0.12264373898506165
1695188990.0939057,75,-0.06056937947869301
1695189016.8873336,76,-0.05630604177713394
1695189042.9674897,77,-0.10205959528684616
1695189061.4176614,78,-0.10293405503034592
1695189097.2169037,79,-0.10376735776662827
1695189114.3491046,80,-0.054103512316942215
1695189146.7691305,81,-0.1751118302345276
1695189151.8177147,82,-0.054688289761543274
1695189160.6437674,83,-0.0825982540845871
1695189169.2841685,84,-0.10126455128192902
1695189178.9887683,85,-0.08385021984577179
1695189192.9368305,86,-0.11159474402666092
1695189197.9650316,87,-0.0651908591389656
1695189211.6346354,88,-0.07290928065776825
1695189232.7802768,89,-0.1827535778284073
1695189246.9825125,90,-0.08691730350255966
1695189255.5346496,91,-0.06258837133646011
1695189281.8112967,92,-0.09637818485498428
1695189306.2231383,93,-0.08527370542287827
1695189313.1095865,94,-0.06009069085121155
1695189339.8762937,95,-0.11318404227495193
1695189361.735636,96,-0.19247962534427643
1695189375.476543,97,-0.09936327487230301
1695189398.5937529,98,-0.19247959554195404
1695189410.9692214,99,-0.14200209081172943
1695189469.220158,100,-0.19490985572338104
1695189508.208876,101,-0.15491990745067596
1695189529.9746735,102,-0.11903967708349228
1695189546.4247837,103,-0.05127011612057686
1695189566.2538621,104,-0.07782454043626785
1695189587.906823,105,-0.07986718416213989
1695189594.5924037,106,-0.0667511448264122
1695189606.1109965,107,-0.06703255325555801
1695189617.362291,108,-0.12170589715242386
1695189636.5373151,109,-0.14875859022140503
1695189655.1777353,110,-0.14964009821414948
1695189680.8985903,111,-0.08791377395391464
1695189689.010489,112,-0.09733784943819046
1695189703.780862,113,-0.05722727254033089
1695189733.659632,114,-0.10254845023155212
1695189754.7446108,115,-0.1084783673286438
1695189761.3223646,116,-0.09786886721849442
1695189773.4658496,117,-0.15431393682956696
1695189782.0934277,118,-0.12689466774463654
1695189793.8497722,119,-0.09552817791700363
1695189812.55511,120,-0.15643565356731415
1695189826.0204782,121,-0.11609956622123718
1695189840.9739494,122,-0.1580313891172409
1695189845.9447773,123,17.18250846862793
1695189877.811607,124,-0.0133714210242033
1695189891.5131922,125,0.6663060784339905
1695189918.1275053,126,-0.012466651387512684
1695189944.7952976,127,-0.017080891877412796
1695189956.9485147,128,-0.01716567389667034
1695189961.952529,129,-0.008042694069445133
1695189995.0954792,130,-0.007766405586153269
1695190011.1112843,131,-0.013342170976102352
1695190029.1035907,132,-0.007947043515741825
1695190039.2730358,133,-0.008155465126037598
1695190061.439908,134,-0.008757240138947964
1695190074.334052,135,-0.007052802015095949
1695190099.231088,136,-0.012584732845425606
1695190116.049486,137,-0.010623580776154995
1695190120.825596,138,-0.008289610035717487
1695190137.593284,139,-0.008436300791800022
1695190149.7186184,140,-0.0068140155635774136
1695190193.6231747,141,-0.008370386436581612
1695190214.400146,142,-0.015616714023053646
1695190227.256056,143,-0.0056780544109642506
1695190257.2935712,144,0.05821763351559639
1695190274.2220204,145,-0.005294975824654102
1695190285.0099645,146,-0.005929760634899139
1695190294.0893679,147,-0.0061026387847959995
1695190317.081651,148,-0.008568324148654938
1695190324.3873541,149,-0.00983579270541668
1695190361.630131,150,-0.007998480461537838
1695190366.9372318,151,0.0050073289312422276
1695190382.4490614,152,0.12174773216247559
1695190408.3403413,153,-0.005355611443519592
1695190435.4157367,154,-0.010099063627421856
1695190446.2810535,155,-0.0076106879860162735
1695190458.5103788,156,-0.008795262314379215
1695190498.7741106,157,-0.012219722382724285
1695190533.7796094,158,-0.007847939617931843
1695190558.4825113,159,-0.015206213109195232
1695190577.9153328,160,-0.014000944793224335
1695190596.079055,161,-0.009964327327907085
1695190607.559561,162,-0.01794656738638878
1695190626.17609,163,-0.010041709057986736
1695190631.9050984,164,-0.007819274440407753
1695190643.5554123,165,-0.009649345651268959
1695190663.5337138,166,0.5713553428649902
1695190670.6554463,167,-0.006124412640929222
1695190685.5487638,168,-0.005641928408294916
1695190690.5929646,169,-0.0067079076543450356
1695190695.4415956,170,-0.007841318845748901
1695190740.5855472,171,-0.010229608044028282
1695190762.3284788,172,-0.014482980594038963
1695190774.8984594,173,-0.011835407465696335
1695190802.4018033,174,0.4125715494155884
1695190831.192687,175,-0.008543744683265686
1695190864.5297463,176,-0.005403321702033281
1695190912.0377076,177,-0.020061325281858444
1695190923.5626922,178,-0.006282284390181303
1695190957.8197262,179,-0.010484847240149975
1695190971.905705,180,-0.008735230192542076
1695190980.017142,181,-0.012169666588306427
1695190995.2886505,182,-0.01490554865449667
1695191000.2722752,183,-0.009512829594314098
1695191031.6349804,184,-0.012257554568350315
1695191044.9049518,185,-0.006494526751339436
1695191065.5376756,186,-0.013354367576539516
1695191077.1062326,187,-0.007203711196780205
1695191120.9550261,188,-0.016140252351760864
1695191137.177713,189,-0.008307581767439842
1695191154.871307,190,-0.01522668357938528
1695191189.1579854,191,0.0012179006589576602
1695191194.3186028,192,-0.0076538510620594025
1695191206.8374357,193,-0.009782380424439907
1695191224.9434268,194,-0.01291333232074976
1695191239.7294788,195,0.07588862627744675
1695191270.7655287,196,-0.015438835136592388
1695191294.3579717,197,-0.02108439989387989
1695191323.3585205,198,-0.009879686869680882
1695191354.221869,199,-0.015562979504466057
1695191380.2388988,200,-0.015615102834999561
1695191390.5827272,201,-0.012898813001811504
1695191402.5988984,202,-0.015712449327111244
1695191423.655617,203,-0.008594284765422344
1695191439.5629456,204,-0.008605478331446648
1695191458.3360622,205,-0.010162832215428352
1695191498.0242043,206,-0.009254087693989277
1695191513.3739805,207,-0.006307089235633612
1695191523.2742372,208,-0.007948681712150574
1695191538.5590007,209,-0.006274115759879351
1695191560.3808687,210,-0.011321663856506348
1695191609.8183594,211,-0.011295182630419731
1695191628.0191586,212,-0.008273809216916561
1695191643.0646074,213,0.1688668429851532
1695191650.515996,214,-0.010194926522672176
1695191666.5912454,215,-0.007452644407749176
1695191695.074237,216,-0.016222955659031868
1695191700.0851674,217,-0.006649264600127935
1695191721.6639822,218,-0.00943981483578682
1695191747.801231,219,-0.011586815118789673
1695191767.171621,220,-0.010428056120872498
1695191776.0268724,221,-0.013597290962934494
1695191814.2635741,222,-0.011674178764224052
1695191831.3076985,223,-0.022520950064063072
1695191841.0946343,224,-0.008242602460086346
1695191875.6094565,225,-0.009688037447631359
1695191908.2653162,226,0.40551477670669556
1695191918.1687376,227,-0.00712426844984293
1695191939.1645417,228,-0.00818584207445383
1695191975.1210635,229,-0.01365595031529665
1695191996.4465456,230,-0.016739893704652786
1695192011.2900858,231,-0.022892702370882034
1695192032.0954728,232,-0.007458003703504801
1695192040.7195063,233,-0.013789374381303787
1695192046.0387669,234,-0.008293441496789455
1695192051.120238,235,-0.007489431649446487
1695192066.3429663,236,-0.010424631647765636
1695192088.3457844,237,-0.01390538364648819
1695192100.4111652,238,-0.013939894735813141
1695192143.5949674,239,-0.016960786655545235
1695192187.2289698,240,-0.023365933448076248
1695192220.5990646,241,0.2942187786102295
